,ticker,5 YR Open,5 YR Close,Percentage Change,Annualized % Change,eps 2019,eps 2020,eps 2021,eps 2022,eps 2023,AVG Annual EPS,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
311,see,46.0600,37.2000,-19.235779418150237,-3.8471558836300472,2.81,3.2,3.55,4.1,3.19,3.3699999999999997,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/6c39a694-80ec-11ea-9601-00000000092a.png,https://sealedair.com/,A,High,BB,Medium,B,Medium,555,318,257,1130,19-04-2022,BBB,High,1012100
312,rop,341.9700,560.8400,64.00269029447028,12.800538058894057,13.05,12.72,15,15.31,16.71,14.558000000000002,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/6649ef38-80ec-11ea-a694-00000000092a.png,https://www.ropertech.com/,A,High,BB,Medium,BB,Medium,570,350,340,1260,19-04-2022,A,High,882835
313,swk,136.1700,97.9300,-28.082543878974796,-5.616508775794959,8.39,8.98,11.41,4.53,1.45,6.952000000000001,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/5acc625a815c258fc2f37a7ee1e02489374a3c1b896b8919dff795cfd7f2002d.png,https://www.stanleyblackanddecker.com/,A,High,BB,Medium,BB,Medium,555,315,300,1170,19-04-2022,BBB,High,93556
314,stz,175.3300,271.7600,54.999144470427176,10.999828894085436,9.28,9.13,9.97,10.2,10.64,9.844000000000001,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/79274efe-80ec-11ea-a002-00000000092a.png,https://www.cbrands.com/,BBB,High,BB,Medium,B,Medium,459,313,295,1067,16-04-2022,BBB,High,16918
315,syk,197.5200,357.8700,81.18165249088699,16.2363304981774,8.26,7.43,9.09,9.34,10.6,8.943999999999999,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7b69d1b8-80ec-11ea-8adc-00000000092a.png,https://www.stryker.com/,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,19-04-2022,BBB,High,310764
316,syy,66.7600,81.1800,21.599760335530256,4.319952067106051,3.55,1.99,1.44,3.26,4.01,2.85,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/7d98fe90-80ec-11ea-8efe-00000000092a.png,https://www.sysco.com/,A,High,BB,Medium,BB,Medium,555,301,305,1161,19-04-2022,BBB,High,96021
317,shw,430.7100,347.3300,-19.358733254393908,-3.8717466508787814,7.03,8.19,8.14,8.74,10.34,8.488,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/6f293378-80ec-11ea-a6d1-00000000092a.png,https://www.sherwin-williams.com/,B,Medium,B,Medium,B,Medium,295,259,220,774,19-04-2022,BB,Medium,89800
318,spgi,210.5500,425.4500,102.06601757302303,20.413203514604607,9.53,11.69,13.7,11.17,12.61,11.74,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2746fe14-80ec-11ea-98af-00000000092a.png,https://www.spglobal.com/,BBB,High,BB,Medium,BB,Medium,435,341,310,1086,11-06-2022,BBB,High,64040
319,ste,128.0300,224.8200,75.59946887448254,15.119893774896507,4.89,5.64,6.15,7.91,8.21,6.5600000000000005,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7994efac322b7ad341facfee5c9fcf15f66bed805484134ee74b573f56fb60c1.png,https://www.steris.com/,A,High,BB,Medium,BB,Medium,510,301,305,1116,19-04-2022,BBB,High,1757898
320,syf,31.9000,43.1200,35.172413793103445,7.034482758620689,4.29,2.38,7.33,6.1,5.18,5.055999999999999,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d47e2046-80cf-11ea-9956-00000000092a.png,https://www.synchrony.com/,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,19-04-2022,BBB,High,1601712
321,spg,182.2100,156.4900,-14.115580923110697,-2.8231161846221395,0.12,3.07,6.22,6.52,6.98,4.582,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7457aade-80ec-11ea-9de4-00000000092a.png,http://www.simon.com/,B,Medium,B,Medium,B,Medium,225,247,205,677,19-04-2022,B,Medium,1063761
322,sre,125.8600,71.8300,-42.928650881932306,-8.58573017638646,6.07,7.94,8.44,9.21,7.01,7.733999999999999,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/761f51b8-80ec-11ea-8baf-00000000092a.png,https://www.sempra.com/,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,19-04-2022,A,High,1032208
323,so,51.6800,71.7400,38.815789473684205,7.763157894736841,3.11,3.25,3.41,3.61,3.64,3.404,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7372a876-80ec-11ea-85f4-00000000092a.png,https://www.southerncompany.com/,A,High,BB,Medium,BB,Medium,515,307,330,1152,19-04-2022,BBB,High,92122
324,stt,65.8100,77.3200,17.489743200121545,3.497948640024309,6.18,6.69,7.44,7.42,7.66,7.078,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/79719626-80ec-11ea-aeff-00000000092a.png,https://www.statestreet.com/home.html,B,Medium,B,Medium,B,Medium,225,211,210,646,19-04-2022,B,Medium,93751
325,sna,156.5200,296.2200,89.25376948632763,17.850753897265527,12.27,11.63,14.93,16.83,18.75,14.882,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7270adb0-80ec-11ea-9ce1-00000000092a.png,https://www.snapon.com/,A,High,BB,Medium,B,Medium,500,300,261,1061,19-04-2022,BBB,High,91440
326,rtx,128.8900,97.5300,-24.330824734269523,-4.866164946853905,8.26,3.5,4.27,4.79,5.05,5.1739999999999995,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/cbc931066795111b6f985e16035ce417298b00557a4ce7585eb53595ebda66e1.png,https://www.rtx.com/,A,High,BB,Medium,BBB,High,520,330,400,1250,11-06-2022,A,High,101829
327,hig,49.7200,103.0500,107.26065969428802,21.452131938857605,5.65,5.78,6.17,7.56,8.91,6.814,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/f5c0966c-80eb-11ea-aa55-00000000092a.png,https://www.thehartford.com/,A,High,BB,Medium,BB,Medium,500,305,305,1110,17-04-2022,BBB,High,874766
328,tel,80.7500,145.2400,79.8637770897833,15.972755417956659,5.54,4.25,6.52,7.31,6.73,6.069999999999999,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/81c63b2c-80ec-11ea-baa4-00000000092a.png,https://www.te.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,19-04-2022,B,Medium,1385157
329,tfx,302.1600,226.1700,-25.148927720413038,-5.029785544082608,11.15,10.67,13.33,13.06,13.52,12.346,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static4.finnhub.io/file/publicdatany2/stock_logo/TFX_4295905048.jpg,https://www.teleflex.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,19-04-2022,B,Medium,96943
330,tfc,46.5300,38.9800,-16.22609069417581,-3.245218138835162,4.05,3.8,5.53,4.97,3.79,4.428,Truist Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png,https://www.truist.com/,BBB,High,BB,Medium,BB,Medium,480,308,300,1088,11-06-2022,BBB,High,92230
331,tdy,237.0100,429.3200,81.1400362853888,16.22800725707776,10.75,10.61,16.53,18.18,19.69,15.152000000000001,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/800bfc1a-80ec-11ea-bbca-00000000092a.png,https://www.teledyne.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,1094285
332,tgt,80.2600,177.2100,120.79491652130577,24.158983304261152,5.41,6.4,9.43,13.55,6.01,8.16,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/83bbf858-80ec-11ea-9454-00000000092a.png,https://corporate.target.com/,A,High,BB,Medium,BB,Medium,550,342,313,1205,19-04-2022,A,High,27419
333,tjx,53.2100,101.4200,90.60327006201841,18.120654012403683,2.38,2.68,0.29,2.85,3.12,2.2640000000000002,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/867767c8-80ec-11ea-84cc-00000000092a.png,https://www.tjx.com/index.html,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,109198
334,tpr,32.4900,47.4800,46.13727300707908,9.227454601415817,2.58,0.98,2.98,3.44,3.88,2.7720000000000002,Tapestry Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/58ad34560d8e182ad9f36cef6e62734c155a4efcfb882243789cbe3a0b2edf4a.png,https://www.tapestry.com/,BBB,High,BB,Medium,BB,Medium,483,310,300,1093,11-06-2022,BBB,High,1116132
335,trv,137.1600,230.1400,67.78944298629337,13.557888597258673,9.6,10.45,13.98,12.39,12.23,11.73,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/8a5ea176-80ec-11ea-bcad-00000000092a.png,https://www.travelers.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,27-07-2022,BBB,High,86312
336,tmo,273.7200,581.2100,112.33742510594769,22.46748502118954,12.34,19.55,25.11,23.24,21.54,20.356,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/87f0bdac-80ec-11ea-b741-00000000092a.png,https://www.thermofisher.com/,A,High,BB,Medium,B,Medium,527,332,280,1139,19-04-2022,BBB,High,97745
337,tt,107.9500,300.2000,178.0917091245947,35.61834182491894,6.37,4.45,6.09,7.37,9.05,6.6659999999999995,Trane Technologies PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/a16640a1e06f4119b9995c996f11dc6ea7d1953abc843cced84c4755aa3a7497.png,https://www.tranetechnologies.com/,AA,Excellent,BB,Medium,BB,Medium,700,389,320,1409,11-06-2022,A,High,1466258
338,tsn,69.4300,58.7300,-15.411205530750408,-3.0822411061500814,5.46,5.78,8.28,8.73,1.33,5.916,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png,https://www.tysonfoods.com/,A,High,BB,Medium,BB,Medium,530,374,340,1244,19-04-2022,A,High,100493
339,tyl,204.4000,425.0100,107.93052837573384,21.58610567514677,5.3,5.52,7.02,7.5,7.8,6.628,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png,https://www.tylertech.com/,BBB,High,BB,Medium,BB,Medium,400,306,305,1011,19-04-2022,BBB,High,860731
340,txt,50.6600,95.9300,89.36044216344258,17.872088432688518,3.75,2.07,3.3,4.01,5.6,3.746,Textron Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/8d40143a-80ec-11ea-a456-00000000092a.png,https://www.textron.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,217346
341,unh,247.2600,494.7000,100.07279786459597,20.014559572919193,15.11,16.87,19.01,22.19,25.12,19.660000000000004,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91f38836-80ec-11ea-a5be-00000000092a.png,https://www.unitedhealthgroup.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,731766
342,ups,111.7400,148.6300,33.014139967782356,6.602827993556471,7.53,8.22,12.13,12.95,8.78,9.922,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,https://static.finnhub.io/logo/938d3558-80ec-11ea-b87d-00000000092a.png,https://www.ups.com/,A,High,BB,Medium,B,Medium,540,374,245,1159,19-04-2022,BBB,High,1090727
343,udr,45.4600,37.4100,-17.707875054993412,-3.5415750109986823,0.62,0.2,0.48,0.25,1.32,0.5740000000000001,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/900c0f4a-80ec-11ea-8d9b-00000000092a.png,https://www.udr.com/,B,Medium,BB,Medium,B,Medium,225,301,215,741,19-04-2022,B,Medium,74208
344,uhs,133.7700,182.4600,36.398295581969045,7.279659116393809,9.99,11.13,11.82,9.91,10.55,10.680000000000001,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91358978-80ec-11ea-9330-00000000092a.png,https://uhs.com/,A,High,BB,Medium,BB,Medium,560,320,338,1218,19-04-2022,A,High,352915
345,mos,27.3100,32.4600,18.857561332845123,3.7715122665690246,0.28,0.85,5.04,11.01,3.57,4.15,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png,https://www.mosaicco.com/,A,High,BB,Medium,BB,Medium,515,379,315,1209,18-04-2022,A,High,1285785
346,usb,48.1900,44.7000,-7.242166424569403,-1.4484332849138806,4.32,3.07,5.1,4.46,4.32,4.254,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/9490028a-80ec-11ea-bee6-00000000092a.png,https://www.usbank.com/,BB,Medium,BB,Medium,BB,Medium,336,317,300,953,19-04-2022,BBB,High,36104
347,uri,114.2500,721.1100,531.1684901531729,106.23369803063459,19.61,17.47,22.08,32.6,40.82,26.516,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/93d2840c-80ec-11ea-af66-00000000092a.png,https://www.unitedrentals.com/,BBB,High,BB,Medium,BB,Medium,472,318,300,1090,19-04-2022,BBB,High,1067701
348,vno,67.4400,28.7700,-57.33985765124555,-11.46797153024911,3.05,-1.69,0.57,0.64,0.26,0.5660000000000001,Vornado Realty Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9a0bc3a8-80ec-11ea-b356-00000000092a.png,https://www.vno.com/,A,High,BB,Medium,BB,Medium,540,326,325,1191,19-04-2022,BBB,High,899689
349,vlo,84.8300,170.6900,101.2141930920665,20.2428386184133,5.46,-3.13,2.44,29.27,24.71,11.75,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9895287e-80ec-11ea-9005-00000000092a.png,https://www.valero.com/,AA,Excellent,BB,Medium,BB,Medium,608,307,330,1245,19-04-2022,A,High,1035002
350,vfc,86.9100,15.3400,-82.34955701300196,-16.469911402600392,3.39,1.13,3.01,2.39,1.22,2.228,VF Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/9740951a-80ec-11ea-ae98-00000000092a.png,https://www.vfc.com/,A,High,BB,Medium,BB,Medium,505,301,300,1106,19-04-2022,BBB,High,103379
351,v,156.1900,279.0800,78.6798130482105,15.735962609642101,5.45,5.03,5.91,7.51,8.76,6.532000000000001,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96a1dba6-80ec-11ea-8ab6-00000000092a.png,https://usa.visa.com/,A,High,BB,Medium,BB,Medium,504,368,310,1182,19-04-2022,BBB,High,1403161
352,vtr,63.8100,43.5400,-31.76618084939665,-6.35323616987933,1.2,1.24,0.14,-0.1169,-0.19,0.45461999999999997,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/e63599b4-8279-11ea-a58d-00000000092a.png,https://www.ventasreit.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,740260
353,vmc,118.4000,272.9200,130.50675675675677,26.101351351351354,4.7,4.7,5.05,5.23,6.99,5.334,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/98e82364-80ec-11ea-91db-00000000092a.png,https://www.vulcanmaterials.com/,A,High,BB,Medium,BB,Medium,570,319,300,1189,19-04-2022,BBB,High,1396009
354,wec,79.0800,82.1200,3.844208396560453,0.7688416793120906,3.58,3.79,4.11,4.46,4.63,4.114,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/9ed91c64-80ec-11ea-a88a-00000000092a.png,https://www.wecenergygroup.com/,AA,Excellent,BBB,High,BB,Medium,635,438,300,1373,19-04-2022,A,High,783325
355,well,77.6000,93.4400,20.412371134020624,4.082474226804125,2.75,2.33,0.78,0.32,0.64,1.364,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/f36a2b02-80eb-11ea-bd6a-00000000092a.png,https://welltower.com/,BBB,High,BB,Medium,BB,Medium,437,326,300,1063,21-04-2022,BBB,High,766704
356,wat,251.7100,344.2300,36.756584958881255,7.351316991776251,9.07,9.06,11.22,12.03,11.75,10.626000000000001,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/0a5c3417481b22f5acd53469adf5c18e0c8d5a99e49bd245766818352728169f.png,https://www.waters.com/nextgen/us/en.html,B,Medium,B,Medium,B,Medium,270,292,235,797,19-04-2022,BB,Medium,1000697
357,wm,103.9100,213.1500,105.12943893754212,21.025887787508424,4.43,4.03,4.85,5.59,6.19,5.018000000000001,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/a3d670b8-80ec-11ea-bd29-00000000092a.png,https://www.wm.com/,AA,Excellent,BBB,High,B,Medium,613,408,285,1306,19-04-2022,A,High,823768
358,wab,73.7200,145.6800,97.61258817145959,19.52251763429192,4.19,3.77,4.27,4.88,5.93,4.608,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/9c29d5da-80ec-11ea-a77b-00000000092a.png,https://www.wabteccorp.com/,AA,Excellent,BB,Medium,BB,Medium,607,311,320,1238,19-04-2022,A,High,943452
359,wmb,28.7200,38.9700,35.68941504178273,7.137883008356546,0.98,0.85,1.35,1.78,2.17,1.4260000000000002,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9c7840c7a4d838e2d8eb3e1244b180fbd5d2c11bdfe84ff0591b407ac5c4272c.png,https://www.williams.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,20-04-2022,BBB,High,107263
360,wfc,48.3200,57.9600,19.950331125827816,3.990066225165563,4.33,0.41,4.9,3.61,5.16,3.682,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/a108f354-80ec-11ea-a9e8-00000000092a.png,https://www.wellsfargo.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,72971
361,whr,132.8900,119.6300,-9.978177439987954,-1.9956354879975908,16,18.52,26.66,19.66,16.17,19.401999999999997,Whirlpool Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/144dfbd3d1545da3e390c36dbaecce8bef72e443a4cfd828c95c9fddc25dbee2.png,https://www.whirlpoolcorp.com/,A,High,BB,Medium,BB,Medium,500,301,300,1101,20-04-2022,BBB,High,106640
362,wst,110.2000,395.7100,259.0834845735027,51.816696914700536,3.24,4.75,8.61,8.57,8.08,6.65,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/a8401906-80ec-11ea-b1a2-00000000092a.png,https://www.westpharma.com/,A,High,BB,Medium,BB,Medium,540,330,305,1175,20-04-2022,BBB,High,105770
363,wrb,84.7200,88.4400,4.390934844192633,0.8781869688385265,2.03,1.69,3.4,4.39,4.94,3.29,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/740dcb527b61009b015033853e9bfbf73290277f9b9ea340f649eed255598acf.png,https://www.berkley.com,BB,Medium,B,Medium,BB,Medium,360,294,300,954,19-04-2022,BBB,High,11544
364,wmt,97.5300,60.1700,-38.30616220650056,-7.661232441300112,4.92,4.94,5.54,6.45,6.28,5.626,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/52057505dd05a752d364065fcddf7772a700b31c47c39e9dcb41e393f6693d52.png,https://corporate.walmart.com,BB,Medium,B,Medium,B,Medium,310,281,220,811,19-04-2022,BB,Medium,104169
365,wu,18.4700,13.9800,-24.309691391445583,-4.8619382782891165,1.73,1.87,2.19,1.76,1.74,1.8579999999999999,Western Union Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/a9014bda-80ec-11ea-8ebd-00000000092a.png,https://corporate.westernunion.com/,B,Medium,B,Medium,B,Medium,205,205,228,638,20-04-2022,B,Medium,1365135
366,yum,99.8100,138.6500,38.91393647931069,7.782787295862138,3.55,3.62,4.47,4.5,5.17,4.2620000000000005,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/YUM_4295905127.png,https://www.yum.com/wps/portal/yumbrands/Yumbrands,A,High,BB,Medium,BB,Medium,500,320,310,1130,20-04-2022,BBB,High,1041061
367,xyl,79.0400,129.2400,63.512145748987855,12.70242914979757,3.02,2.06,2.48,2.84,3.68,2.816,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/b7806a5bdc1a1644d60a225492aab173dfd95635750d7b9b45b8c0b294de1c6b.png,https://www.xylem.com/,BB,Medium,B,Medium,B,Medium,374,254,210,838,20-04-2022,BB,Medium,1524472
368,wy,26.3400,35.9100,36.332574031890644,7.266514806378129,0.38,1.29,3.37,3.03,1.02,1.8180000000000003,Weyerhaeuser Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/ac1dd6b8-80ec-11ea-997a-00000000092a.png,https://www.weyerhaeuser.com/,AA,Excellent,BB,Medium,BB,Medium,700,340,300,1340,20-04-2022,A,High,106535
369,wrk,38.3500,49.4500,28.943937418513695,5.788787483702739,3.98,2.74,3.38,4.79,3.02,3.582,Westrock Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/3f3f2482-80d2-11ea-a5a1-00000000092a.png,https://www.westrock.com/,A,High,BB,Medium,BB,Medium,555,324,305,1184,20-04-2022,BBB,High,1732845
370,xom,80.8000,116.2400,43.86138613861386,8.772277227722771,2.44,-0.32,5.38,14.06,9.52,6.215999999999999,Exxon Mobil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/ae11c718-80ec-11ea-906c-00000000092a.png,https://corporate.exxonmobil.com/,A,High,BB,Medium,BB,Medium,538,322,313,1173,17-04-2022,BBB,High,34088
371,zbh,127.7000,131.9800,3.3516053249804125,0.6703210649960825,7.87,5.67,7.37,6.89,7.56,7.072,Zimmer Biomet Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/af918252-80ec-11ea-8921-00000000092a.png,https://www.zimmerbiomet.com/en,A,High,BB,Medium,BB,Medium,520,330,310,1160,20-04-2022,BBB,High,1136869
372,zts,100.6700,169.2100,68.08383828350055,13.61676765670011,3.64,3.85,4.7,4.88,5.32,4.478,Zoetis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/aae505a6-80cd-11ea-ae5f-00000000092a.png,https://www.zoetis.com/,A,High,BB,Medium,BB,Medium,520,348,310,1178,20-04-2022,BBB,High,1555280
373,de,159.8400,410.7400,156.9694694694695,31.393893893893896,9.91,8.7,18.92,23.33,34.72,19.116,Deere & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/bc1c82ca-80eb-11ea-9dab-00000000092a.png,https://www.deere.com/,A,High,BB,Medium,BB,Medium,560,339,305,1204,17-04-2022,A,High,315189
374,dd,53.3100,76.6700,43.819170887263176,8.763834177452635,4.66,3.37,4.27,3.41,3.48,3.838,Dupont De Nemours Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/05ee38d2b79516f1f0e05cd3272ed2cc3d26a720403d97cd98489b65a8534c0b.png,https://www.dupont.com/,A,High,BB,Medium,B,Medium,550,341,295,1186,17-04-2022,BBB,High,1666700
375,d,76.6600,49.1900,-35.83355074354292,-7.166710148708584,4.23,3.8,3.86,4.12,2.58,3.718,Dominion Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/b8c87ccc-80eb-11ea-8353-00000000092a.png,https://www.dominionenergy.com/,A,High,BB,Medium,BB,Medium,535,325,310,1170,17-04-2022,BBB,High,715957
376,cvs,53.9300,79.7600,47.89541998887448,9.579083997774896,7.08,7.51,8.41,8.7,8.74,8.088,CVS Health Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/967b7ec60c44b54789e6c3e49f85ba1dd1ced58138b383c35a17f1da367c3c20.png,https://cvshealth.com/,A,High,BB,Medium,BB,Medium,540,302,315,1157,17-04-2022,BBB,High,64803
377,dal,51.6500,47.8700,-7.3184898354307855,-1.4636979670861572,7.33,-10.77,-4.1,3.2,6.24,0.38000000000000045,Delta Air Lines Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DAL_4295903853.png,https://www.delta.com/,A,High,BB,Medium,BB,Medium,515,300,313,1128,17-04-2022,BBB,High,27904
378,crm,158.3700,301.1800,90.17490686367367,18.034981372734734,2.58,3,4.92,4.8,5.25,4.109999999999999,Salesforce Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/5a800a68f67c85e1158caac04d7571fd645fadb4db02255a64f72805ff5c7e2a.png,https://www.salesforce.com/,B,Medium,B,Medium,B,Medium,215,241,200,656,19-04-2022,B,Medium,1108524
379,cvx,123.1800,157.7400,28.056502679006336,5.611300535801267,6.2,-0.2,8.13,18.83,13.13,9.218,Chevron Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/b5214c2e-80eb-11ea-b823-00000000092a.png,https://www.chevron.com/,B,Medium,B,Medium,B,Medium,210,217,210,637,22-04-2022,B,Medium,93410
